Target_id	Tax_id	Gene_id	Gene_name	Gene_alias	Db_xrefs	Chromosome	Map_location	Description	Type_of_gene	TTD_target_id	TTD_target_type
HBTAR005163	9606	9334	B4GALT5	B4Gal-T5; BETA4-GALT-IV; beta4Gal-T5; beta4GalT-V; gt-V	OMIM:604016; HGNC:HGNC:928; Ensembl:ENSG00000158470	20	20q13.13	"beta-1,4-galactosyltransferase 5"	protein-coding	NA	/
HBTAR005164	9606	9337	CNOT8	CAF1; CALIF; Caf1b; POP2; hCAF1	OMIM:603731; HGNC:HGNC:9207; Ensembl:ENSG00000155508	5	5q33.2	CCR4-NOT transcription complex subunit 8	protein-coding	NA	/
HBTAR005165	9606	9340	GLP2R	-	OMIM:603659; HGNC:HGNC:4325; Ensembl:ENSG00000065325	17	17p13.1	glucagon like peptide 2 receptor	protein-coding	T34843	Successful target
HBTAR005166	9606	9341	VAMP3	CEB	OMIM:603657; HGNC:HGNC:12644; Ensembl:ENSG00000049245	1	1p36.23	vesicle associated membrane protein 3	protein-coding	NA	/
HBTAR005167	9606	9342	SNAP29	CEDNIK; SNAP-29	OMIM:604202; HGNC:HGNC:11133; Ensembl:ENSG00000099940	22	22q11.21	synaptosome associated protein 29	protein-coding	NA	/
HBTAR005168	9606	9343	EFTUD2	MFDGA; MFDM; SNRNP116; Snrp116; Snu114; U5-116KD	OMIM:603892; HGNC:HGNC:30858; Ensembl:ENSG00000108883	17	17q21.31	elongation factor Tu GTP binding domain containing 2	protein-coding	NA	/
HBTAR005169	9606	9344	TAOK2	MAP3K17; PSK; PSK1; PSK1-BETA; TAO1; TAO2	OMIM:613199; HGNC:HGNC:16835; Ensembl:ENSG00000149930	16	16p11.2	TAO kinase 2	protein-coding	NA	/
HBTAR005170	9606	9349	RPL23	L23; rpL17	OMIM:603662; HGNC:HGNC:10316; Ensembl:ENSG00000125691	17	17q12	ribosomal protein L23	protein-coding	NA	/
HBTAR005171	9606	9351	SLC9A3R2	E3KARP; NHE3RF2; NHERF-2; NHERF2; OCTS2; SIP-1; SIP1; TKA-1	OMIM:606553; HGNC:HGNC:11076; Ensembl:ENSG00000065054	16	16p13.3	SLC9A3 regulator 2	protein-coding	NA	/
HBTAR005172	9606	9352	TXNL1	HEL-S-114; TRP32; TXL-1; TXNL; Txl	OMIM:603049; HGNC:HGNC:12436; Ensembl:ENSG00000091164	18	18q21.31	thioredoxin like 1	protein-coding	NA	/
HBTAR005173	9606	9353	SLIT2	SLIL3; Slit-2	OMIM:603746; HGNC:HGNC:11086; Ensembl:ENSG00000145147	4	4p15.31	slit guidance ligand 2	protein-coding	NA	/
HBTAR005174	9606	9354	UBE4A	E4; UBOX2; UFD2	OMIM:603753; HGNC:HGNC:12499; Ensembl:ENSG00000110344	11	11q23.3	ubiquitination factor E4A	protein-coding	NA	/
HBTAR005175	9606	9355	LHX2	LH2; hLhx2	OMIM:603759; HGNC:HGNC:6594; Ensembl:ENSG00000106689	9	9q33.3	LIM homeobox 2	protein-coding	NA	/
HBTAR005176	9606	9356	SLC22A6	HOAT1; OAT1; PAHT; ROAT1	OMIM:607582; HGNC:HGNC:10970; Ensembl:ENSG00000197901	11	11q12.3	solute carrier family 22 member 6	protein-coding	NA	/
HBTAR005177	9606	9358	ITGBL1	OSCP; TIED	OMIM:604234; HGNC:HGNC:6164; Ensembl:ENSG00000198542	13	13q33.1	integrin subunit beta like 1	protein-coding	NA	/
HBTAR005178	9606	9360	PPIG	CARS-Cyp; CYP; SCAF10; SRCyp	OMIM:606093; HGNC:HGNC:14650; Ensembl:ENSG00000138398	2	2q31.1	peptidylprolyl isomerase G	protein-coding	NA	/
HBTAR005179	9606	9361	LONP1	CODASS; LON; LONP; LonHS; PIM1; PRSS15; hLON	OMIM:605490; HGNC:HGNC:9479; Ensembl:ENSG00000196365	19	19p13.3	"lon peptidase 1, mitochondrial"	protein-coding	T86773	Research target
HBTAR005180	9606	9363	RAB33A	RabS10	OMIM:300333; HGNC:HGNC:9773; Ensembl:ENSG00000134594	X	Xq26.1	"RAB33A, member RAS oncogene family"	protein-coding	NA	/
HBTAR005181	9606	9364	RAB28	CORD18	OMIM:612994; HGNC:HGNC:9768; Ensembl:ENSG00000157869	4	4p15.33	"RAB28, member RAS oncogene family"	protein-coding	NA	/
HBTAR005182	9606	9365	KL	HFTC3	OMIM:604824; HGNC:HGNC:6344; Ensembl:ENSG00000133116	13	13q13.1	klotho	protein-coding	NA	/
HBTAR005183	9606	9367	RAB9A	RAB9	OMIM:300284; HGNC:HGNC:9792; Ensembl:ENSG00000123595	X	Xp22.2	"RAB9A, member RAS oncogene family"	protein-coding	T66350	Successful target
HBTAR005184	9606	9368	SLC9A3R1	EBP50; NHERF; NHERF-1; NHERF1; NPHLOP2	OMIM:604990; HGNC:HGNC:11075; Ensembl:ENSG00000109062	17	17q25.1	SLC9A3 regulator 1	protein-coding	NA	/
HBTAR005185	9606	9369	NRXN3	C14orf60	OMIM:600567; HGNC:HGNC:8010; Ensembl:ENSG00000021645	14	14q24.3-q31.1	neurexin 3	protein-coding	NA	/
HBTAR005186	9606	9370	ADIPOQ	ACDC; ACRP30; ADIPQTL1; ADPN; APM-1; APM1; GBP28	OMIM:605441; HGNC:HGNC:13633; Ensembl:ENSG00000181092	3	3q27.3	"adiponectin, C1Q and collagen domain containing"	protein-coding	T15572	Research target
HBTAR005187	9606	9371	KIF3B	FLA8; HH0048; KLP-11	OMIM:603754; HGNC:HGNC:6320; Ensembl:ENSG00000101350	20	20q11.21	kinesin family member 3B	protein-coding	NA	/
HBTAR005188	9606	9373	PLAA	DOA1; NDMSBA; PLA2P; PLAP	OMIM:603873; HGNC:HGNC:9043; Ensembl:ENSG00000137055	9	9p21.2	phospholipase A2 activating protein	protein-coding	NA	/
HBTAR005189	9606	9374	PPT2	C6orf8; G14; PPT-2	OMIM:603298; HGNC:HGNC:9326; Ensembl:ENSG00000221988	6	6p21.32	palmitoyl-protein thioesterase 2	protein-coding	NA	/
HBTAR005190	9606	9376	SLC22A8	OAT3	OMIM:607581; HGNC:HGNC:10972; Ensembl:ENSG00000149452	11	11q12.3	solute carrier family 22 member 8	protein-coding	T70680	Successful target
HBTAR005191	9606	9377	COX5A	COX; COX-VA; VA	OMIM:603773; HGNC:HGNC:2267; Ensembl:ENSG00000178741	15	15q24.2	cytochrome c oxidase subunit 5A	protein-coding	NA	/
HBTAR005192	9606	9378	NRXN1	Hs.22998; PTHSL2; SCZD17	OMIM:600565; HGNC:HGNC:8008; Ensembl:ENSG00000179915	2	2p16.3	neurexin 1	protein-coding	NA	/
HBTAR005193	9606	9379	NRXN2	-	OMIM:600566; HGNC:HGNC:8009; Ensembl:ENSG00000110076	11	11q13.1	neurexin 2	protein-coding	NA	/
HBTAR005194	9606	9380	GRHPR	GLXR; GLYD; PH2	OMIM:604296; HGNC:HGNC:4570; Ensembl:ENSG00000137106	9	9p13.2	glyoxylate and hydroxypyruvate reductase	protein-coding	NA	/
HBTAR005195	9606	9381	OTOF	AUNB1; DFNB6; DFNB9; FER1L2; NSRD9	OMIM:603681; HGNC:HGNC:8515; Ensembl:ENSG00000115155	2	2p23.3	otoferlin	protein-coding	NA	/
HBTAR005196	9606	9388	LIPG	EDL; EL; PRO719	OMIM:603684; HGNC:HGNC:6623; Ensembl:ENSG00000101670	18	18q21.1	"lipase G, endothelial type"	protein-coding	T19368	Clinical Trial target
HBTAR005197	9606	9389	SLC22A14	OCTL2; OCTL4; ORCTL4	OMIM:604048; HGNC:HGNC:8495; Ensembl:ENSG00000144671	3	3p22.2	solute carrier family 22 member 14	protein-coding	NA	/
HBTAR005198	9606	9392	TGFBRAP1	TRAP-1; TRAP1; VPS3	OMIM:606237; HGNC:HGNC:16836; Ensembl:ENSG00000135966	2	2q12.1-q12.2	transforming growth factor beta receptor associated protein 1	protein-coding	NA	/
HBTAR005199	9606	9397	NMT2	-	OMIM:603801; HGNC:HGNC:7858; Ensembl:ENSG00000152465	10	10p13	N-myristoyltransferase 2	protein-coding	NA	/
HBTAR005200	9606	9398	CD101	EWI-101; IGSF2; V7	OMIM:604516; HGNC:HGNC:5949; Ensembl:ENSG00000134256	1	1p13.1	CD101 molecule	protein-coding	NA	/
HBTAR005201	9606	9399	STOML1	SLP-1; STORP; hUNC-24	OMIM:608326; HGNC:HGNC:14560; Ensembl:ENSG00000067221	15	15q24.1	stomatin like 1	protein-coding	NA	/
HBTAR005202	9606	9400	RECQL5	RECQ5	OMIM:603781; HGNC:HGNC:9950; Ensembl:ENSG00000108469	17	17q25.1	RecQ like helicase 5	protein-coding	NA	/
HBTAR005203	9606	9402	GRAP2	GADS; GRAP-2; GRB2L; GRBLG; GRID; GRPL; GrbX; Grf40; Mona; P38	OMIM:604518; HGNC:HGNC:4563; Ensembl:ENSG00000100351	22	22q13.1	GRB2 related adaptor protein 2	protein-coding	NA	/
HBTAR005204	9606	9404	LPXN	LDPL	OMIM:605390; HGNC:HGNC:14061; Ensembl:ENSG00000110031	11	11q12.1	leupaxin	protein-coding	NA	/
HBTAR005205	9606	9407	TMPRSS11D	ASP; HAT	OMIM:605369; HGNC:HGNC:24059; Ensembl:ENSG00000153802	4	4q13.2	transmembrane serine protease 11D	protein-coding	T00302	Research target
HBTAR005206	9606	9409	PEX16	PBD8A; PBD8B	OMIM:603360; HGNC:HGNC:8857; Ensembl:ENSG00000121680	11	11p11.2	peroxisomal biogenesis factor 16	protein-coding	NA	/
HBTAR005207	9606	9411	ARHGAP29	PARG1	OMIM:610496; HGNC:HGNC:30207; Ensembl:ENSG00000137962	1	1p22.1	Rho GTPase activating protein 29	protein-coding	NA	/
HBTAR005208	9606	9412	MED21	SRB7; SURB7; hSrb7	OMIM:603800; HGNC:HGNC:11473; Ensembl:ENSG00000152944	12	12p11.23	mediator complex subunit 21	protein-coding	NA	/
HBTAR005209	9606	9414	TJP2	C9DUPq21.11; DFNA51; DUP9q21.11; PFIC4; X104; ZO2	OMIM:607709; HGNC:HGNC:11828; Ensembl:ENSG00000119139	9	9q21.11	tight junction protein 2	protein-coding	NA	/
HBTAR005210	9606	9415	FADS2	D6D; DES6; FADSD6; LLCDL2; SLL0262; TU13	OMIM:606149; HGNC:HGNC:3575; Ensembl:ENSG00000134824	11	11q12.2	fatty acid desaturase 2	protein-coding	T64725	Research target
HBTAR005211	9606	9416	DDX23	PRPF28; SNRNP100; U5-100K; U5-100KD; prp28	OMIM:612172; HGNC:HGNC:17347; Ensembl:ENSG00000174243	12	12q13.12	DEAD-box helicase 23	protein-coding	NA	/
HBTAR005212	9606	9419	CRIPT	HSPC139; SSMDF	OMIM:604594; HGNC:HGNC:14312; Ensembl:ENSG00000119878	2	2p21	CXXC repeat containing interactor of PDZ3 domain	protein-coding	NA	/
HBTAR005213	9606	9420	CYP7B1	CBAS3; CP7B; SPG5A	OMIM:603711; HGNC:HGNC:2652; Ensembl:ENSG00000172817	8	8q12.3	cytochrome P450 family 7 subfamily B member 1	protein-coding	NA	/
HBTAR005214	9606	9421	HAND1	Hxt; Thing1; bHLHa27; eHand	OMIM:602406; HGNC:HGNC:4807; Ensembl:ENSG00000113196	5	5q33.2	heart and neural crest derivatives expressed 1	protein-coding	NA	/
HBTAR005215	9606	9422	ZNF264	-	OMIM:604668; HGNC:HGNC:13057; Ensembl:ENSG00000083844	19	19q13.43	zinc finger protein 264	protein-coding	NA	/
HBTAR005216	9606	9424	KCNK6	K2p6.1; KCNK8; TOSS; TWIK-2; TWIK2	OMIM:603939; HGNC:HGNC:6281; Ensembl:ENSG00000099337	19	19q13.2	potassium two pore domain channel subfamily K member 6	protein-coding	NA	/
HBTAR005217	9606	9425	CDYL	CDYL1	OMIM:603778; HGNC:HGNC:1811; Ensembl:ENSG00000153046	6	6p25.1	chromodomain Y like	protein-coding	NA	/
HBTAR005218	9606	9426	CDY2A	CDY; CDY2	OMIM:400018; HGNC:HGNC:1810; Ensembl:ENSG00000182415	Y	Yq11.222	chromodomain Y-linked 2A	protein-coding	NA	/
HBTAR005219	9606	9427	ECEL1	DA5D; DINE; ECEX; XCE	OMIM:605896; HGNC:HGNC:3147; Ensembl:ENSG00000171551	2	2q37.1	endothelin converting enzyme like 1	protein-coding	NA	/
HBTAR005220	9606	9429	ABCG2	ABC15; ABCP; BCRP; BCRP1; BMDP; CD338; CDw338; EST157481; GOUT1; MRX; MXR; MXR-1; MXR1; UAQTL1	OMIM:603756; HGNC:HGNC:74; Ensembl:ENSG00000118777	4	4q22.1	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding	T56556	Successful target
HBTAR005221	9606	9437	NCR1	CD335; LY94; NK-p46; NKP46	OMIM:604530; HGNC:HGNC:6731; Ensembl:ENSG00000189430	19	19q13.42	natural cytotoxicity triggering receptor 1	protein-coding	T40490	Research target
HBTAR005222	9606	9441	MED26	CRSP7; CRSP70	OMIM:605043; HGNC:HGNC:2376; Ensembl:ENSG00000105085	19	19p13.11	mediator complex subunit 26	protein-coding	NA	/
HBTAR005223	9606	9442	MED27	CRAP34; CRSP34; CRSP8; MED3; TRAP37	OMIM:605044; HGNC:HGNC:2377; Ensembl:ENSG00000160563	9	9q34.13	mediator complex subunit 27	protein-coding	NA	/
HBTAR005224	9606	9443	MED7	ARC34; CRSP33; CRSP9	OMIM:605045; HGNC:HGNC:2378; Ensembl:ENSG00000155868	5	5q33.3	mediator complex subunit 7	protein-coding	NA	/
HBTAR005225	9606	9444	QKI	Hqk; QK; QK1; QK3; hqkI	OMIM:609590; HGNC:HGNC:21100; Ensembl:ENSG00000112531	6	6q26	"QKI, KH domain containing RNA binding"	protein-coding	NA	/
HBTAR005226	9606	9445	ITM2B	ABRI; BRI; BRI2; BRICD2B; E25B; E3-16; FBD; RDGCA; imBRI2	OMIM:603904; HGNC:HGNC:6174; Ensembl:ENSG00000136156	13	13q14.2	integral membrane protein 2B	protein-coding	NA	/
HBTAR005227	9606	9446	GSTO1	GSTO 1-1; GSTTLp28; HEL-S-21; P28; SPG-R	OMIM:605482; HGNC:HGNC:13312; Ensembl:ENSG00000148834	10	10q25.1	glutathione S-transferase omega 1	protein-coding	T01521	Research target
HBTAR005228	9606	9448	MAP4K4	FLH21957; HEL-S-31; HGK; MEKKK4; NIK	OMIM:604666; HGNC:HGNC:6866; Ensembl:ENSG00000071054	2	2q11.2	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	T71367	Research target
HBTAR005229	9606	9450	LY86	MD-1; MD1; MMD-1; dJ80N2.1	OMIM:605241; HGNC:HGNC:16837; Ensembl:ENSG00000112799	6	6p25.1	lymphocyte antigen 86	protein-coding	NA	/
HBTAR005230	9606	9451	EIF2AK3	PEK; PERK; WRS	OMIM:604032; HGNC:HGNC:3255; Ensembl:ENSG00000172071	2	2p11.2	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding	T75015	Research target
HBTAR005231	9606	9453	GGPS1	GGPPS; GGPPS1	OMIM:606982; HGNC:HGNC:4249; Ensembl:ENSG00000152904	1	1q42.3	geranylgeranyl diphosphate synthase 1	protein-coding	NA	/
HBTAR005232	9606	9454	HOMER3	HOMER-3; VESL3	OMIM:604800; HGNC:HGNC:17514; Ensembl:ENSG00000051128	19	19p13.11	homer scaffold protein 3	protein-coding	NA	/
HBTAR005233	9606	9455	HOMER2	ACPD; CPD; DFNA68; HOMER-2; VESL-2	OMIM:604799; HGNC:HGNC:17513; Ensembl:ENSG00000103942	15	15q25.2	homer scaffold protein 2	protein-coding	NA	/
HBTAR005234	9606	9456	HOMER1	HOMER; HOMER1A; HOMER1B; HOMER1C; SYN47; Ves-1	OMIM:604798; HGNC:HGNC:17512; Ensembl:ENSG00000152413	5	5q14.1	homer scaffold protein 1	protein-coding	NA	/
HBTAR005235	9606	9459	ARHGEF6	COOL2; Cool-2; MRX46; PIXA; alpha-PIX; alphaPIX	OMIM:300267; HGNC:HGNC:685; Ensembl:ENSG00000129675	X	Xq26.3	Rac/Cdc42 guanine nucleotide exchange factor 6	protein-coding	NA	/
HBTAR005236	9606	9462	RASAL2	NGAP	OMIM:606136; HGNC:HGNC:9874; Ensembl:ENSG00000075391	1	1q25.2	RAS protein activator like 2	protein-coding	NA	/
HBTAR005237	9606	9463	PICK1	PICK; PRKCABP	OMIM:605926; HGNC:HGNC:9394; Ensembl:ENSG00000100151	22	22q13.1	protein interacting with PRKCA 1	protein-coding	NA	/
HBTAR005238	9606	9466	IL27RA	CRL1; IL-27RA; IL27R; TCCR; WSX1; zcytor1	OMIM:605350; HGNC:HGNC:17290; Ensembl:ENSG00000104998	19	19p13.12	interleukin 27 receptor subunit alpha	protein-coding	NA	/
HBTAR005239	9606	9467	SH3BP5	SAB; SH3BP-5	OMIM:605612; HGNC:HGNC:10827; Ensembl:ENSG00000131370	3	3p25.1	SH3 domain binding protein 5	protein-coding	NA	/
HBTAR005240	9606	9468	PCYT1B	CCTB; CTB	OMIM:300948; HGNC:HGNC:8755; Ensembl:ENSG00000102230	X	Xp22.11	"phosphate cytidylyltransferase 1, choline, beta"	protein-coding	T95998	Clinical Trial target
HBTAR005241	9606	9469	CHST3	C6ST; C6ST1; HSD	OMIM:603799; HGNC:HGNC:1971; Ensembl:ENSG00000122863	10	10q22.1	carbohydrate sulfotransferase 3	protein-coding	NA	/
HBTAR005242	9606	9470	EIF4E2	4E-LP; 4EHP; EIF4EL3; IF4e; h4EHP	OMIM:605895; HGNC:HGNC:3293; Ensembl:ENSG00000135930	2	2q37.1	eukaryotic translation initiation factor 4E family member 2	protein-coding	NA	/
HBTAR005243	9606	9474	ATG5	APG5; APG5-LIKE; APG5L; ASP; SCAR25; hAPG5	OMIM:604261; HGNC:HGNC:589; Ensembl:ENSG00000057663	6	6q21	autophagy related 5	protein-coding	NA	/
HBTAR005244	9606	9475	ROCK2	ROCK-II	OMIM:604002; HGNC:HGNC:10252; Ensembl:ENSG00000134318	2	2p25.1	Rho associated coiled-coil containing protein kinase 2	protein-coding	T06093	Clinical Trial target
HBTAR005245	9606	9476	NAPSA	KAP; Kdap; NAP1; NAPA; SNAPA	OMIM:605631; HGNC:HGNC:13395; Ensembl:ENSG00000131400	19	19q13.33	napsin A aspartic peptidase	protein-coding	NA	/
HBTAR005246	9606	9477	MED20	PRO0213; SRB2; TRFP	OMIM:612915; HGNC:HGNC:16840; Ensembl:ENSG00000124641	6	6p21.1	mediator complex subunit 20	protein-coding	NA	/
HBTAR005247	9606	9478	CABP1	CALBRAIN; HCALB_BR	OMIM:605563; HGNC:HGNC:1384; Ensembl:ENSG00000157782	12	12q24.31	calcium binding protein 1	protein-coding	NA	/
HBTAR005248	9606	9479	MAPK8IP1	IB1; JIP-1; JIP1; PRKM8IP	OMIM:604641; HGNC:HGNC:6882; Ensembl:ENSG00000121653	11	11p11.2	mitogen-activated protein kinase 8 interacting protein 1	protein-coding	T59459	Patented target
HBTAR005249	9606	9482	STX8	CARB	OMIM:604203; HGNC:HGNC:11443; Ensembl:ENSG00000170310	17	17p13.1	syntaxin 8	protein-coding	NA	/
HBTAR005250	9606	9487	PIGL	CHIME	OMIM:605947; HGNC:HGNC:8966; Ensembl:ENSG00000108474	17	17p11.2	phosphatidylinositol glycan anchor biosynthesis class L	protein-coding	T27747	Research target
HBTAR005251	9606	9488	PIGB	EIEE80; GPI-MT-III; PIG-B	OMIM:604122; HGNC:HGNC:8959; Ensembl:ENSG00000069943	15	15q21.3	phosphatidylinositol glycan anchor biosynthesis class B	protein-coding	NA	/
HBTAR005252	9606	9489	PGS1	-	OMIM:614942; HGNC:HGNC:30029; Ensembl:ENSG00000087157	17	17q25.3	phosphatidylglycerophosphate synthase 1	protein-coding	NA	/
HBTAR005253	9606	9491	PSMF1	PI31	OMIM:617858; HGNC:HGNC:9571; Ensembl:ENSG00000125818	20	20p13	proteasome inhibitor subunit 1	protein-coding	NA	/
HBTAR005254	9606	9493	KIF23	CHO1; KNSL5; MKLP-1; MKLP1	OMIM:605064; HGNC:HGNC:6392; Ensembl:ENSG00000137807	15	15q23	kinesin family member 23	protein-coding	NA	/
HBTAR005255	9606	9497	SLC4A7	NBC2; NBC3; NBCN1; SBC2; SLC4A6	OMIM:603353; HGNC:HGNC:11033; Ensembl:ENSG00000033867	3	3p24.1	solute carrier family 4 member 7	protein-coding	NA	/
HBTAR005256	9606	9498	SLC4A8	NBC3; NDCBE	OMIM:605024; HGNC:HGNC:11034; Ensembl:ENSG00000050438	12	12q13.13	solute carrier family 4 member 8	protein-coding	NA	/
HBTAR005257	9606	9499	MYOT	LGMD1; LGMD1A; MFM3; TTID; TTOD	OMIM:604103; HGNC:HGNC:12399; Ensembl:ENSG00000120729	5	5q31.2	myotilin	protein-coding	NA	/
HBTAR005258	9606	9500	MAGED1	DLXIN-1; NRAGE	OMIM:300224; HGNC:HGNC:6813; Ensembl:ENSG00000179222	X	Xp11.22	MAGE family member D1	protein-coding	NA	/
HBTAR005259	9606	9501	RPH3AL	NOC2	OMIM:604881; HGNC:HGNC:10296; Ensembl:ENSG00000181031	17	17p13.3	rabphilin 3A like (without C2 domains)	protein-coding	NA	/
HBTAR005260	9606	9506	PAGE4	CT16.7; GAGE-9; GAGEC1; JM-27; JM27; PAGE-1; PAGE-4	OMIM:300287; HGNC:HGNC:4108; Ensembl:ENSG00000101951	X	Xp11.23	PAGE family member 4	protein-coding	NA	/
HBTAR005261	9606	9507	ADAMTS4	ADAMTS-2; ADAMTS-4; ADMP-1	OMIM:603876; HGNC:HGNC:220; Ensembl:ENSG00000158859	1	1q23.3	ADAM metallopeptidase with thrombospondin type 1 motif 4	protein-coding	T79570	Research target
HBTAR005262	9606	9508	ADAMTS3	ADAMTS-4; HKLLS3	OMIM:605011; HGNC:HGNC:219; Ensembl:ENSG00000156140	4	4q13.3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein-coding	NA	/
HBTAR005263	9606	9510	ADAMTS1	C3-C5; METH1	OMIM:605174; HGNC:HGNC:217; Ensembl:ENSG00000154734	21	21q21.3	ADAM metallopeptidase with thrombospondin type 1 motif 1	protein-coding	T90987	Research target
HBTAR005264	9606	9512	PMPCB	Beta-MPP; MPP11; MPPB; MPPP52; P-52	OMIM:603131; HGNC:HGNC:9119; Ensembl:ENSG00000105819	7	7q22.1	"peptidase, mitochondrial processing subunit beta"	protein-coding	NA	/
HBTAR005265	9606	9513	FXR2	FMR1L2; FXR2P	OMIM:605339; HGNC:HGNC:4024; Ensembl:ENSG00000129245	17	17p13.1	FMR1 autosomal homolog 2	protein-coding	NA	/
HBTAR005266	9606	9514	GAL3ST1	CST	OMIM:602300; HGNC:HGNC:24240; Ensembl:ENSG00000128242	22	22q12.2	galactose-3-O-sulfotransferase 1	protein-coding	NA	/
HBTAR005267	9606	9515	STXBP5L	LLGL4	OMIM:609381; HGNC:HGNC:30757; Ensembl:ENSG00000145087	3	3q13.33	syntaxin binding protein 5 like	protein-coding	NA	/
HBTAR005268	9606	9516	LITAF	PIG7; SIMPLE; TP53I7	OMIM:603795; HGNC:HGNC:16841; Ensembl:ENSG00000189067	16	16p13.13	lipopolysaccharide induced TNF factor	protein-coding	NA	/
HBTAR005269	9606	9517	SPTLC2	HSN1C; LCB2; LCB2A; NSAN1C; SPT2; hLCB2a	OMIM:605713; HGNC:HGNC:11278; Ensembl:ENSG00000100596	14	14q24.3	serine palmitoyltransferase long chain base subunit 2	protein-coding	NA	/
HBTAR005270	9606	9518	GDF15	GDF-15; MIC-1; MIC1; NAG-1; PDF; PLAB; PTGFB	OMIM:605312; HGNC:HGNC:30142; Ensembl:ENSG00000130513	19	19p13.11	growth differentiation factor 15	protein-coding	T33245	Research target
HBTAR005271	9606	9519	TBPL1	MGC:8389; MGC:9620; STUD; TLF; TLP; TRF2	OMIM:605521; HGNC:HGNC:11589; Ensembl:ENSG00000028839	6	6q23.2	TATA-box binding protein like 1	protein-coding	NA	/
HBTAR005272	9606	9520	NPEPPS	AAP-S; MP100; PSA	OMIM:606793; HGNC:HGNC:7900; Ensembl:ENSG00000141279	17	17q21.32	aminopeptidase puromycin sensitive	protein-coding	T15610	Clinical Trial target
HBTAR005273	9606	9521	EEF1E1	AIMP3; P18	OMIM:609206; HGNC:HGNC:3212; Ensembl:ENSG00000124802	6	6p24.3	eukaryotic translation elongation factor 1 epsilon 1	protein-coding	NA	/
HBTAR005274	9606	9524	TECR	GPSN2; MRT14; SC2; TER	OMIM:610057; HGNC:HGNC:4551; Ensembl:ENSG00000099797	19	19p13.12	"trans-2,3-enoyl-CoA reductase"	protein-coding	NA	/
HBTAR005275	9606	9526	MPDU1	CDGIF; HBEBP2BPA; Lec35; My008; PP3958; PQLC5; SL15; SLC66A5	OMIM:604041; HGNC:HGNC:7207; Ensembl:ENSG00000129255	17	17p13.1	mannose-P-dolichol utilization defect 1	protein-coding	NA	/
HBTAR005276	9606	9527	GOSR1	GOLIM2; GOS-28; GOS28; GOS28/P28; GS28; P28	OMIM:604026; HGNC:HGNC:4430; Ensembl:ENSG00000108587	17	17q11.2	golgi SNAP receptor complex member 1	protein-coding	NA	/
HBTAR005277	9606	9529	BAG5	BAG-5	OMIM:603885; HGNC:HGNC:941; Ensembl:ENSG00000166170	14	14q32.33	BAG cochaperone 5	protein-coding	NA	/
HBTAR005278	9606	9530	BAG4	BAG-4; SODD	OMIM:603884; HGNC:HGNC:940; Ensembl:ENSG00000156735	8	8p11.23	BAG cochaperone 4	protein-coding	NA	/
HBTAR005279	9606	9531	BAG3	BAG-3; BIS; CAIR-1; MFM6	OMIM:603883; HGNC:HGNC:939; Ensembl:ENSG00000151929	10	10q26.11	BAG cochaperone 3	protein-coding	NA	/
HBTAR005280	9606	9532	BAG2	BAG-2; dJ417I1.2	OMIM:603882; HGNC:HGNC:938; Ensembl:ENSG00000112208	6	6p12.1	BAG cochaperone 2	protein-coding	NA	/
HBTAR005281	9606	9533	POLR1C	AC40; HLD11; RPA39; RPA40; RPA5; RPAC1; RPC40; TCS3	OMIM:610060; HGNC:HGNC:20194; Ensembl:ENSG00000171453	6	6p21.1	RNA polymerase I and III subunit C	protein-coding	NA	/
HBTAR005282	9606	9534	ZNF254	BMZF-5; HD-ZNF1; ZNF539; ZNF91L	OMIM:604768; HGNC:HGNC:13047; Ensembl:ENSG00000213096	19	19p12	zinc finger protein 254	protein-coding	NA	/
HBTAR005283	9606	9535	GMFG	GMF-GAMMA	OMIM:604104; HGNC:HGNC:4374; Ensembl:ENSG00000130755	19	19q13.2	glia maturation factor gamma	protein-coding	NA	/
HBTAR005284	9606	9536	PTGES	MGST-IV; MGST1-L1; MGST1L1; MPGES; PGES; PIG12; PP102; PP1294; TP53I12; mPGES-1	OMIM:605172; HGNC:HGNC:9599; Ensembl:ENSG00000148344	9	9q34.11	prostaglandin E synthase	protein-coding	T02562	Clinical Trial target
HBTAR005285	9606	9537	TP53I11	PIG11	OMIM:617867; HGNC:HGNC:16842; Ensembl:ENSG00000175274	11	11p11.2	tumor protein p53 inducible protein 11	protein-coding	NA	/
HBTAR005286	9606	9538	EI24	EPG4; PIG8; TP53I8	OMIM:605170; HGNC:HGNC:13276; Ensembl:ENSG00000149547	11	11q24.2	EI24 autophagy associated transmembrane protein	protein-coding	NA	/
HBTAR005287	9606	9540	TP53I3	PIG3	OMIM:605171; HGNC:HGNC:19373; Ensembl:ENSG00000115129	2	2p23.3	tumor protein p53 inducible protein 3	protein-coding	NA	/
HBTAR005288	9606	9542	NRG2	DON1; HRG2; NTAK	OMIM:603818; HGNC:HGNC:7998; Ensembl:ENSG00000158458	5	5q31.2	neuregulin 2	protein-coding	NA	/
HBTAR005289	9606	9543	IGDCC3	HsT18880; PUNC	OMIM:604184; HGNC:HGNC:9700; Ensembl:ENSG00000174498	15	15q22.31	immunoglobulin superfamily DCC subclass member 3	protein-coding	NA	/
