Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
MK280073-504,"",RNA Gene,"",3,GC05P002339,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-504
MK280073-505,"",RNA Gene,"",3,GC05P008734,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-505
MK280073-506,"",RNA Gene,"",3,GC05P010784,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-506
MK280073-507,"",RNA Gene,"",3,GC05M022028,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-507
MK280073-508,"",RNA Gene,"",3,GC05M025409,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-508
MK280073-509,"",RNA Gene,"",3,GC05M030427,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-509
MK280073-511,"",RNA Gene,"",3,GC05P035078,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-511
MK280073-514,"",RNA Gene,"",3,GC05M052100,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-514
MK280073-517,"",RNA Gene,"",3,GC05P063489,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-517
MK280073-518,"",RNA Gene,"",3,GC05P065409,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-518
MK280073-526,"",RNA Gene,"",3,GC05M083797,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-526
MK280073-528,"",RNA Gene,"",3,GC05M113933,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-528
MK280073-529,"",RNA Gene,"",3,GC05M133184,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-529
MK280073-534,"",RNA Gene,"",3,GC05P160596,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-534
MK280073-535,"",RNA Gene,"",3,GC05M171062,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-535
MK280073-536,"",RNA Gene,"",3,GC06M001452,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-536
MK280073-537,"",RNA Gene,"",3,GC06P023809,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-537
MK280073-541,"",RNA Gene,"",3,GC06M082417,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-541
MK280073-542,"",RNA Gene,"",3,GC06P108938,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-542
MK280073-545,"",RNA Gene,"",3,GC06M082419,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-545
MK280073-546,"",RNA Gene,"",3,GC06M082420,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-546
MK280073-547,"",RNA Gene,"",3,GC06M082421,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-547
MK280073-548,"",RNA Gene,"",3,GC06M082422,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-548
MK280073-549,"",RNA Gene,"",3,GC06P108940,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-549
MK280073-550,"",RNA Gene,"",3,GC06P108941,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-550
MK280073-552,"",RNA Gene,"",3,GC06P108944,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-552
MK280073-553,"",RNA Gene,"",3,GC06M086693,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-553
MK280073-555,"",RNA Gene,"",3,GC06M099044,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-555
MK280073-560,"",RNA Gene,"",3,GC06P117248,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-560
MK280073-562,"",RNA Gene,"",3,GC06P120821,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-562
MK280073-563,"",RNA Gene,"",3,GC06P124729,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-563
MK280073-565,"",RNA Gene,"",3,GC06M153696,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-565
MK280073-566,"",RNA Gene,"",3,GC06P165371,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-566
MK280073-567,"",RNA Gene,"",3,GC06M167085,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-567
MK280073-568,"",RNA Gene,"",3,GC07P005952,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-568
MK280073-569,"",RNA Gene,"",3,GC07P025748,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-569
MK280073-570,"",RNA Gene,"",3,GC07M031510,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-570
MK280073-572,"",RNA Gene,"",3,GC07P032468,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-572
MK280073-573,"",RNA Gene,"",3,GC07M037808,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-573
MK280073-575,"",RNA Gene,"",3,GC07P045319,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-575
MK280073-577,"",RNA Gene,"",3,GC07P049653,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-577
MK280073-579,"",RNA Gene,"",3,GC07M053030,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-579
MK280073-580,"",RNA Gene,"",3,GC07M067928,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-580
MK280073-581,"",RNA Gene,"",3,GC07M077987,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-581
MK280073-582,"",RNA Gene,"",3,GC07P088875,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-582
MK280073-583,"",RNA Gene,"",3,GC07M089484,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-583
MK280073-584,"",RNA Gene,"",3,GC07M091060,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-584
MK280073-588,"",RNA Gene,"",3,GC07P106226,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-588
MK280073-589,"",RNA Gene,"",3,GC07M109419,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-589
MK280073-591,"",RNA Gene,"",3,GC07M110670,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-591
MK280073-594,"",RNA Gene,"",3,GC07M120238,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-594
MK280073-595,"",RNA Gene,"",3,GC07P121251,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-595
MK280073-598,"",RNA Gene,"",3,GC07P152334,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-598
MK280073-606,"",RNA Gene,"",3,GC08P055464,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-606
MK280073-615,"",RNA Gene,"",3,GC08M088858,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-615
MK280073-624,"",RNA Gene,"",3,GC08P115374,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-624
MK280073-625,"",RNA Gene,"",3,GC08M120192,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-625
MK280073-629,"",RNA Gene,"",3,GC08M136194,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-629
MK280073-654,"",RNA Gene,"",3,GC09P089979,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-654
MK280073-656,"",RNA Gene,"",3,GC09M103544,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-656
MK280073-670,"",RNA Gene,"",3,GC0XM027615,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-670
MK280073-674,"",RNA Gene,"",3,GC0XP041937,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-674
MK280073-676,"",RNA Gene,"",3,GC0XM063601,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-676
MK280073-678,"",RNA Gene,"",3,GC0XM067473,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-678
MK280073-683,"",RNA Gene,"",3,GC0XP099339,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-683
MK280073-686,"",RNA Gene,"",3,GC0XP112722,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-686
MK280073-691,"",RNA Gene,"",3,GC0XP154942,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-691
MK280073-129,"",RNA Gene,"",2,GC13M038565,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-129
MK280073-130,"",RNA Gene,"",2,GC13M038460,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-130
MK280073-166,"",RNA Gene,"",2,GC14P038675,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-166
MK280073-167,"",RNA Gene,"",2,GC14M036896,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-167
MK280073-223,"",RNA Gene,"",2,GC16M041374,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-223
MK280073-254,"",RNA Gene,"",2,GC17M013629,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-254
MK280073-256,"",RNA Gene,"",2,GC17P084495,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-256
MK280073-263,"",RNA Gene,"",2,GC17M062108,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-263
MK280073-327,"",RNA Gene,"",2,GC19M081144,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-327
MK280073-392,"",RNA Gene,"",2,GC20P029334,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-392
MK280073-393,"",RNA Gene,"",2,GC20M029470,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-393
MK280073-394,"",RNA Gene,"",2,GC20P029771,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-394
MK280073-400,"",RNA Gene,"",2,GC21P005352,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-400
MK280073-401,"",RNA Gene,"",2,GC21P007284,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-401
MK280073-408,"",RNA Gene,"",2,GC21P015007,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-408
MK280073-421,"",RNA Gene,"",2,GC22P010585,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-421
MK280073-422,"",RNA Gene,"",2,GC22M011362,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-422
MK280073-423,"",RNA Gene,"",2,GC22M011431,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-423
MK280073-424,"",RNA Gene,"",2,GC22M011593,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-424
MK280073-425,"",RNA Gene,"",2,GC22P012392,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-425
MK280073-426,"",RNA Gene,"",2,GC22M015219,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-426
MK280073-429,"",RNA Gene,"",2,GC22P055408,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-429
MK280073-489,"",RNA Gene,"",2,GC04P054045,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-489
MK280073-520,"",RNA Gene,"",2,GC05M068624,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-520
MK280073-539,"",RNA Gene,"",2,GC06M082416,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-539
MK280073-576,"",RNA Gene,"",2,GC07P048788,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-576
MK280073-587,"",RNA Gene,"",2,GC07M097262,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-587
MK280073-599,"",RNA Gene,"",2,GC08P016691,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-599
MK280073-600,"",RNA Gene,"",2,GC08M023395,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-600
MK280073-601,"",RNA Gene,"",2,GC08P024563,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-601
MK280073-602,"",RNA Gene,"",2,GC08M031235,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-602
MK280073-603,"",RNA Gene,"",2,GC08P039811,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-603
MK280073-604,"",RNA Gene,"",2,GC08P051496,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-604
MK280073-605,"",RNA Gene,"",2,GC08P051767,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-605
MK280073-607,"",RNA Gene,"",2,GC08M056495,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-607
MK280073-608,"",RNA Gene,"",2,GC08P064087,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-608
MK280073-610,"",RNA Gene,"",2,GC08P070812,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-610
MK280073-611,"",RNA Gene,"",2,GC08M076901,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-611
MK280073-612,"",RNA Gene,"",2,GC08M077605,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-612
MK280073-613,"",RNA Gene,"",2,GC08M081329,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-613
MK280073-614,"",RNA Gene,"",2,GC08M084619,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-614
MK280073-616,"",RNA Gene,"",2,GC08P089514,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-616
MK280073-617,"",RNA Gene,"",2,GC08P090048,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-617
MK280073-619,"",RNA Gene,"",2,GC08P099743,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-619
MK280073-620,"",RNA Gene,"",2,GC08M103607,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-620
MK280073-622,"",RNA Gene,"",2,GC08P107244,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-622
MK280073-626,"",RNA Gene,"",2,GC08M120648,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-626
MK280073-627,"",RNA Gene,"",2,GC08P128347,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-627
MK280073-628,"",RNA Gene,"",2,GC08P131067,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-628
MK280073-630,"",RNA Gene,"",2,GC09P001562,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-630
MK280073-631,"",RNA Gene,"",2,GC09M001574,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-631
MK280073-632,"",RNA Gene,"",2,GC09M008007,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-632
MK280073-633,"",RNA Gene,"",2,GC09M009372,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-633
MK280073-634,"",RNA Gene,"",2,GC09M010897,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-634
MK280073-635,"",RNA Gene,"",2,GC09M011640,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-635
MK280073-636,"",RNA Gene,"",2,GC09M013345,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-636
MK280073-637,"",RNA Gene,"",2,GC09P015885,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-637
MK280073-638,"",RNA Gene,"",2,GC09M017681,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-638
MK280073-639,"",RNA Gene,"",2,GC09P018717,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-639
MK280073-640,"",RNA Gene,"",2,GC09M024583,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-640
MK280073-641,"",RNA Gene,"",2,GC09P027243,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-641
MK280073-642,"",RNA Gene,"",2,GC09P029274,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-642
MK280073-643,"",RNA Gene,"",2,GC09P030110,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-643
MK280073-644,"",RNA Gene,"",2,GC09M032247,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-644
MK280073-645,"",RNA Gene,"",2,GC09P063932,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-645
MK280073-646,"",RNA Gene,"",2,GC09P069952,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-646
MK280073-647,"",RNA Gene,"",2,GC09M065713,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-647
MK280073-648,"",RNA Gene,"",2,GC09M069734,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-648
MK280073-649,"",RNA Gene,"",2,GC09M069738,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-649
MK280073-650,"",RNA Gene,"",2,GC09P084638,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-650
MK280073-651,"",RNA Gene,"",2,GC09P085761,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-651
MK280073-652,"",RNA Gene,"",2,GC09P087045,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-652
MK280073-653,"",RNA Gene,"",2,GC09P087905,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-653
MK280073-657,"",RNA Gene,"",2,GC09P095770,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-657
MK280073-658,"",RNA Gene,"",2,GC09P097208,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-658
MK280073-660,"",RNA Gene,"",2,GC09M106259,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-660
MK280073-661,"",RNA Gene,"",2,GC09P110397,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-661
MK280073-662,"",RNA Gene,"",2,GC0XP012110,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-662
MK280073-663,"",RNA Gene,"",2,GC0XP014004,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-663
MK280073-664,"",RNA Gene,"",2,GC0XP016364,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-664
MK280073-665,"",RNA Gene,"",2,GC0XP016501,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-665
MK280073-666,"",RNA Gene,"",2,GC0XM017726,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-666
MK280073-667,"",RNA Gene,"",2,GC0XP020849,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-667
MK280073-668,"",RNA Gene,"",2,GC0XP026047,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-668
MK280073-669,"",RNA Gene,"",2,GC0XM027525,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-669
MK280073-671,"",RNA Gene,"",2,GC0XM029985,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-671
MK280073-672,"",RNA Gene,"",2,GC0XM030972,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-672
MK280073-673,"",RNA Gene,"",2,GC0XM031081,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-673
MK280073-675,"",RNA Gene,"",2,GC0XM051963,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-675
MK280073-677,"",RNA Gene,"",2,GC0XP063650,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-677
MK280073-679,"",RNA Gene,"",2,GC0XP068012,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-679
MK280073-680,"",RNA Gene,"",2,GC0XP076271,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-680
MK280073-681,"",RNA Gene,"",2,GC0XM080155,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-681
MK280073-682,"",RNA Gene,"",2,GC0XM091335,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-682
MK280073-684,"",RNA Gene,"",2,GC0XP100058,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-684
MK280073-685,"",RNA Gene,"",2,GC0XM105041,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-685
MK280073-687,"",RNA Gene,"",2,GC0XP133624,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-687
MK280073-690,"",RNA Gene,"",2,GC0XM142910,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-690
MK280073-692,"",RNA Gene,"",2,GC0XM155303,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-692
MK280073-693,"",RNA Gene,"",2,GC0YP004426,8.76839542388916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-693
