Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CSTPP1","Centriolar Satellite-Associated Tubulin Polyglutamylase Complex Regulator 1","Protein Coding","Q9H6J7","37","GC11P046974","1.99234986305237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTPP1"
"SPSB2","SplA/Ryanodine Receptor Domain And SOCS Box Containing 2","Protein Coding","Q99619","42","GC12M008483","1.99226856231689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB2"
"PAQR7","Progestin And AdipoQ Receptor Family Member 7","Protein Coding","Q86WK9","41","GC01M025861","1.99212574958801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR7"
"MMP24","Matrix Metallopeptidase 24","Protein Coding","Q9Y5R2","48","GC20P035226","1.99212288856506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP24"
"SRRM1P1","Serine/Arginine Repetitive Matrix 1 Pseudogene 1","Pseudogene","","13","GC08M127086","1.99203705787659","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM1P1"
"AP5Z1","Adaptor Related Protein Complex 5 Subunit Zeta 1","Protein Coding","O43299","45","GC07P004775","1.99184966087341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP5Z1"
"ZNF598","Zinc Finger Protein 598, E3 Ubiquitin Ligase","Protein Coding","Q86UK7","41","GC16M010450","1.99184513092041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF598"
"POFUT2","Protein O-Fucosyltransferase 2","Protein Coding","Q9Y2G5","45","GC21M045263","1.99164652824402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POFUT2"
"SERINC5","Serine Incorporator 5","Protein Coding","Q86VE9","41","GC05M080111","1.99164652824402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERINC5"
"RCOR2","REST Corepressor 2","Protein Coding","Q8IZ40","40","GC11M063911","1.99164652824402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCOR2"
"PKD1L1-AS1","PKD1L1 Antisense RNA 1","RNA Gene","Q9H7B7","33","GC07P048621","1.99164652824402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1L1-AS1"
"PPCDC","Phosphopantothenoylcysteine Decarboxylase","Protein Coding","Q96CD2","47","GC15P075023","1.99122631549835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCDC"
"DUSP7","Dual Specificity Phosphatase 7","Protein Coding","Q16829","45","GC03M052048","1.99097728729248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP7"
"TRPC4AP","Transient Receptor Potential Cation Channel Subfamily C Member 4 Associated Protein","Protein Coding","Q8TEL6","44","GC20M035002","1.99040985107422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC4AP"
"ZNF133","Zinc Finger Protein 133","Protein Coding","P52736","42","GC20P018288","1.99039471149445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF133"
"SLC28A2","Solute Carrier Family 28 Member 2","Protein Coding","O43868","48","GC15P045252","1.99035930633545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A2"
"CNOT2","CCR4-NOT Transcription Complex Subunit 2","Protein Coding","Q9NZN8","49","GC12P070379","1.99021744728088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT2"
"ATP6AP2","ATPase H+ Transporting Accessory Protein 2","Protein Coding","O75787","52","GC0XP040588","1.98993957042694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP2"
"ARGLU1","Arginine And Glutamate Rich 1","Protein Coding","Q9NWB6","43","GC13M106541","1.98978698253632","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARGLU1"
"TXNL1","Thioredoxin Like 1","Protein Coding","O43396","45","GC18M056597","1.98958444595337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL1"
"MIR4309","MicroRNA 4309","RNA Gene","","14","GC14P102539","1.98942565917969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4309"
"PCDHA9","Protocadherin Alpha 9","Protein Coding","Q9Y5H5","44","GC05P148012","1.98918986320496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA9"
"NDP","Norrin Cystine Knot Growth Factor NDP","Protein Coding","Q00604","48","GC0XM043948","1.98916554450989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDP"
"REPS1","RALBP1 Associated Eps Domain Containing 1","Protein Coding","Q96D71","45","GC06M138903","1.98892343044281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REPS1"
"POLE4","DNA Polymerase Epsilon 4, Accessory Subunit","Protein Coding","Q9NR33","44","GC02P074958","1.98868811130524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLE4"
"SLIRP","SRA Stem-Loop Interacting RNA Binding Protein","Protein Coding","Q9GZT3","43","GC14P077708","1.98849833011627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIRP"
"BNIP1","BCL2 Interacting Protein 1","Protein Coding","Q12981","43","GC05P173144","1.98836743831635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP1"
"SKA1","Spindle And Kinetochore Associated Complex Subunit 1","Protein Coding","Q96BD8","44","GC18P050374","1.98822402954102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKA1"
"FOXN2","Forkhead Box N2","Protein Coding","P32314","42","GC02P048314","1.98809027671814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN2"
"DOP1B","DOP1 Leucine Zipper Like Protein B","Protein Coding","Q9Y3R5","42","GC21P036201","1.987384557724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOP1B"
"ARMC7","Armadillo Repeat Containing 7","Protein Coding","Q9H6L4","37","GC17P075109","1.987384557724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC7"
"ARHGAP5","Rho GTPase Activating Protein 5","Protein Coding","Q13017","49","GC14P032076","1.98691344261169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP5"
"CHRM2","Cholinergic Receptor Muscarinic 2","Protein Coding","P08172","54","GC07P136868","1.98688340187073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM2"
"POLR2I","RNA Polymerase II Subunit I","Protein Coding","P36954","44","GC19M036113","1.9868471622467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2I"
"ENSG00000270055","Novel Transcript","RNA Gene","","10","GC15P030487","1.98679327964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270055"
"LOC101927263","Uncharacterized LOC101927263","RNA Gene","","7","GC15P133318","1.98679327964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927263"
"CM034965-291","","RNA Gene","","6","GC15P133513","1.98679327964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CM034965-291"
"ENSG00000265136","ADP-Ribosylation Factor-Like 2 Binding Protein (ARL2BP) Pseudogene","Pseudogene","","6","GC17M082738","1.98679327964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000265136"
"HSALNG0121782","","RNA Gene","","5","GC18M057771","1.98679327964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0121782"
"MYO15B","Myosin XVB","Protein Coding","Q96JP2","29","GC17P079420","1.98669064044952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO15B"
"DIO3","Iodothyronine Deiodinase 3","Protein Coding","P55073","46","GC14P112160","1.98665618896484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3"
"DR1","Down-Regulator Of Transcription 1","Protein Coding","Q01658","45","GC01P093345","1.98634171485901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DR1"
"SLC6A18","Solute Carrier Family 6 Member 18","Protein Coding","Q96N87","45","GC05P001225","1.98630714416504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A18"
"GOLGA2P10","GOLGA2 Pseudogene 10","Pseudogene","","13","GC15M082471","1.98623061180115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2P10"
"MAFF","MAF BZIP Transcription Factor F","Protein Coding","Q9ULX9","46","GC22P038200","1.98622727394104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFF"
"NUB1","Negative Regulator Of Ubiquitin Like Proteins 1","Protein Coding","Q9Y5A7","44","GC07P151341","1.985396027565","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUB1"
"MFHAS1","Multifunctional ROCO Family Signaling Regulator 1","Protein Coding","Q9Y4C4","42","GC08M008783","1.98527014255524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFHAS1"
"VNN2","Vanin 2","Protein Coding","O95498","48","GC06M132743","1.98477208614349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VNN2"
"ANKRD16","Ankyrin Repeat Domain 16","Protein Coding","Q6P6B7","39","GC10M005861","1.98402667045593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD16"
"CPO","Carboxypeptidase O","Protein Coding","Q8IVL8","41","GC02P206939","1.9832524061203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPO"
"TEX19","Testis Expressed 19","Protein Coding","Q8NA77","34","GC17P082359","1.98277115821838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX19"
"MED13","Mediator Complex Subunit 13","Protein Coding","Q9UHV7","46","GC17M061942","1.98185801506042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED13"
"ENSG00000270679","Mitochondrial Ribosomal Protein S15 (MRPS15) Pseudogene","Pseudogene","","5","GC19P083445","1.98052096366882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000270679"
"FBXO22","F-Box Protein 22","Protein Coding","Q8NEZ5","41","GC15P075903","1.98003244400024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO22"
"KYAT1","Kynurenine Aminotransferase 1","Protein Coding","Q16773","46","GC09M128989","1.97976684570313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KYAT1"
"KCTD17","Potassium Channel Tetramerization Domain Containing 17","Protein Coding","Q8N5Z5","47","GC22P037051","1.97972214221954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD17"
"ZNF135","Zinc Finger Protein 135","Protein Coding","P52742","40","GC19P058059","1.97947359085083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF135"
"PSMD13","Proteasome 26S Subunit, Non-ATPase 13","Protein Coding","Q9UNM6","46","GC11P000236","1.97887635231018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD13"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","Q9Y2I7","56","GC02P208266","1.97822701931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"NOL10","Nucleolar Protein 10","Protein Coding","Q9BSC4","41","GC02M010562","1.97781085968018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL10"
"CDON","Cell Adhesion Associated, Oncogene Regulated","Protein Coding","Q4KMG0","53","GC11M125955","1.97772347927094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDON"
"NOMO2","NODAL Modulator 2","Protein Coding","Q5JPE7","40","GC16M019703","1.97763359546661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOMO2"
"KLHL22","Kelch Like Family Member 22","Protein Coding","Q53GT1","44","GC22M020442","1.97759675979614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL22"
"LINC01004","Long Intergenic Non-Protein Coding RNA 1004","RNA Gene","","17","GC07M104950","1.97756063938141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01004"
"NKX3-2","NK3 Homeobox 2","Protein Coding","P78367","44","GC04M013542","1.97735440731049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX3-2"
"TSPAN10","Tetraspanin 10","Protein Coding","Q9H1Z9","40","GC17P081637","1.97721672058105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN10"
"TTLL11","Tubulin Tyrosine Ligase Like 11","Protein Coding","Q8NHH1","40","GC09M121816","1.97721672058105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL11"
"RABGEF1","RAB Guanine Nucleotide Exchange Factor 1","Protein Coding","Q9UJ41","49","GC07P079323","1.9768226146698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGEF1"
"IPO4","Importin 4","Protein Coding","Q8TEX9","44","GC14M025383","1.9766800403595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4"
"DTX3","Deltex E3 Ubiquitin Ligase 3","Protein Coding","Q8N9I9","42","GC12P057604","1.97553157806396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTX3"
"RBM20","RNA Binding Motif Protein 20","Protein Coding","Q5T481","43","GC10P110644","1.9753155708313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM20"
"FAM131C","Family With Sequence Similarity 131 Member C","Protein Coding","Q96AQ9","36","GC01M016112","1.97524452209473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM131C"
"LOC109363676","BMP2 5' Regulatory Region","Functional Element","","2","GC20P006763","1.97426223754883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109363676"
"SALL1","Spalt Like Transcription Factor 1","Protein Coding","Q9NSC2","52","GC16M051135","1.97423052787781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL1"
"LASTR","LncRNA Associated With SART3 Regulation Of Splicing","RNA Gene","","14","GC10M005597","1.97374606132507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LASTR"
"TRIM63","Tripartite Motif Containing 63","Protein Coding","Q969Q1","48","GC01M029297","1.97362589836121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM63"
"MIR1237","MicroRNA 1237","RNA Gene","","18","GC11P064368","1.97302722930908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1237"
"RPAP3","RNA Polymerase II Associated Protein 3","Protein Coding","Q9H6T3","41","GC12M047661","1.9730236530304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAP3"
"MDS2","Myelodysplastic Syndrome 2 Translocation Associated","RNA Gene","Q8NDY4","30","GC01P023581","1.97238302230835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDS2"
"ZNF235","Zinc Finger Protein 235","Protein Coding","Q14590","38","GC19M044228","1.97235345840454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF235"
"PQBP1","Polyglutamine Binding Protein 1","Protein Coding","O60828","46","GC0XP048890","1.97171401977539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PQBP1"
"MIR640","MicroRNA 640","RNA Gene","","16","GC19P019435","1.97132778167725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR640"
"PRPH2","Peripherin 2","Protein Coding","P23942","46","GC06M081146","1.97121644020081","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPH2"
"ZBTB33","Zinc Finger And BTB Domain Containing 33","Protein Coding","Q86T24","45","GC0XP120250","1.97101545333862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB33"
"LRRC14","Leucine Rich Repeat Containing 14","Protein Coding","Q15048","42","GC08P144517","1.97100138664246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC14"
"H4C3","H4 Clustered Histone 3","Protein Coding","P62805","45","GC06P103893","1.96973896026611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C3"
"PWP1","PWP1 Homolog, Endonuclein","Protein Coding","Q13610","42","GC12P107685","1.96968328952789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP1"
"MIR2355","MicroRNA 2355","RNA Gene","","21","GC02M207109","1.96943402290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2355"
"MAGI3","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 3","Protein Coding","Q5TCQ9","41","GC01P113390","1.96893537044525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI3"
"KPNA4","Karyopherin Subunit Alpha 4","Protein Coding","O00629","46","GC03M160494","1.96809279918671","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA4"
"EPB41L4B","Erythrocyte Membrane Protein Band 4.1 Like 4B","Protein Coding","Q9H329","44","GC09M109171","1.9680438041687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4B"
"B3GNTL1","UDP-GlcNAc:BetaGal Beta-1,3-N-Acetylglucosaminyltransferase Like 1","Protein Coding","Q67FW5","41","GC17M082942","1.96799349784851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNTL1"
"HOXD-AS2","HOXD Cluster Antisense RNA 2","RNA Gene","","20","GC02M176121","1.96760869026184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD-AS2"
"DLGAP1","DLG Associated Protein 1","Protein Coding","O14490","48","GC18M003496","1.96692395210266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP1"
"HOXC4","Homeobox C4","Protein Coding","P09017","45","GC12P054016","1.96681892871857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC4"
"SIX5","SIX Homeobox 5","Protein Coding","Q8N196","46","GC19M045764","1.96577155590057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX5"
"FOXI1","Forkhead Box I1","Protein Coding","Q12951","44","GC05P170105","1.96565890312195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXI1"
"CASKIN2","CASK Interacting Protein 2","Protein Coding","Q8WXE0","41","GC17M075500","1.96554124355316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASKIN2"
"MIR3189","MicroRNA 3189","RNA Gene","","16","GC19P018386","1.96533572673798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3189"
"MUC15","Mucin 15, Cell Surface Associated","Protein Coding","Q8N387","41","GC11M026537","1.96475720405579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC15"
"GRSF1","G-Rich RNA Sequence Binding Factor 1","Protein Coding","Q12849","45","GC04M070815","1.96390271186829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRSF1"
"NAE1","NEDD8 Activating Enzyme E1 Subunit 1","Protein Coding","Q13564","51","GC16M066803","1.96359205245972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAE1"
"AZU1","Azurocidin 1","Protein Coding","P20160","45","GC19P000825","1.9631279706955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZU1"
"SERPINA4","Serpin Family A Member 4","Protein Coding","P29622","48","GC14P094561","1.96293544769287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA4"
"MRPS18A","Mitochondrial Ribosomal Protein S18A","Protein Coding","Q9NVS2","42","GC06M043671","1.96211075782776","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS18A"
"GEMIN5","Gem Nuclear Organelle Associated Protein 5","Protein Coding","Q8TEQ6","45","GC05M154887","1.96177923679352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN5"
"TMEM100","Transmembrane Protein 100","Protein Coding","Q9NV29","42","GC17M055719","1.96088123321533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM100"
"MAPRE3","Microtubule Associated Protein RP/EB Family Member 3","Protein Coding","Q9UPY8","44","GC02P026970","1.96064615249634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPRE3"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","P05165","54","GC13P100089","1.96063816547394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"R3HDM2","R3H Domain Containing 2","Protein Coding","Q9Y2K5","44","GC12M057253","1.96026921272278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM2"
"TOR4A","Torsin Family 4 Member A","Protein Coding","Q9NXH8","37","GC09P137277","1.96014046669006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR4A"
"TNRC6A","Trinucleotide Repeat Containing Adaptor 6A","Protein Coding","Q8NDV7","47","GC16P046761","1.96008944511414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6A"
"SRXN1","Sulfiredoxin 1","Protein Coding","Q9BYN0","41","GC20M000647","1.95896649360657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRXN1"
"PLEKHM1","Pleckstrin Homology And RUN Domain Containing M1","Protein Coding","Q9Y4G2","50","GC17M061043","1.95835375785828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHM1"
"ADH4","Alcohol Dehydrogenase 4 (Class II), Pi Polypeptide","Protein Coding","P08319","50","GC04M099123","1.95818483829498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH4"
"ZNF76","Zinc Finger Protein 76","Protein Coding","P36508","44","GC06P104220","1.95713436603546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF76"
